id,module_code,title,category,topic_tags,target_group,description,faculty_tag,level_tag,study_level_match,module_level_number,credits,semester
778,SBE4027,Academic Advisory Session,Campus Service,"business,strategy,finance,student support,academic support,final year",All Students,"Academic Advisory Session provides university support services related to business, strategy, finance for the UBD community.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 1
779,SCI4028,Level 4000 Applied Applications,Academic,"scientific methods,lab work,data analysis,specialised",Final Year Students,"Level 4000 Applied Applications is designed for final year students and focuses on scientific methods, lab work, data analysis within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
780,SDS4029,Graduate Employability Clinic,Career,"azure,programming,devops,career,employability,professional skills,specialised",Final Year Students,"Graduate Employability Clinic supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
781,SBE4030,Research Poster Session,Student Activity,"finance,marketing,management,leadership,innovation,specialised",All Students,"Research Poster Session is an engagement opportunity for students interested in finance, marketing, management and broader campus participation.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
782,FASS4031,Level 4000 Writing Writing,Academic,"innovation,writing,literature,capstone",Final Year Students,"Level 4000 Writing Writing is designed for final year students and focuses on innovation, writing, literature within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 1
783,SDS4032,Level 4000 Cybersecurity Infrastructure,Academic,"distributed systems,cybersecurity,analytics,research",Final Year Students,"Level 4000 Cybersecurity Infrastructure is designed for final year students and focuses on distributed systems, cybersecurity, analytics within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
784,SDS4033,CV and Portfolio Review,Career,"sql,cybersecurity,analytics,career,employability,professional skills,capstone",Final Year Students,"CV and Portfolio Review supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
785,FASS4034,Entrepreneurship Seminar,Student Activity,"research,literature,critical thinking,leadership,innovation",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in research, literature, critical thinking and broader campus participation.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 2
786,SCI4035,Innovation Challenge,Student Activity,"experimentation,data analysis,biology,leadership,innovation,specialised",All Students,"Innovation Challenge is an engagement opportunity for students interested in experimentation, data analysis, biology and broader campus participation.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
787,SBE4036,Level 4000 Innovation Analysis,Academic,"leadership,management,strategy,research",Final Year Students,"Level 4000 Innovation Analysis is designed for final year students and focuses on leadership, management, strategy within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
788,SCI4037,Level 4000 Scientific Investigations,Academic,"statistics,environment,scientific methods,research",Final Year Students,"Level 4000 Scientific Investigations is designed for final year students and focuses on statistics, environment, scientific methods within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
789,SDS4038,Level 4000 Programming Mining,Academic,"programming,sql,analytics,final year",Final Year Students,"Level 4000 Programming Mining is designed for final year students and focuses on programming, sql, analytics within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
790,SBE4039,Student Wellbeing Support,Campus Service,"marketing,strategy,management,student support,academic support,capstone",All Students,"Student Wellbeing Support provides university support services related to marketing, strategy, management for the UBD community.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 1
791,SDS4040,Level 4000 Analytics Architecture,Academic,"distributed systems,cloud,analytics,final year",Final Year Students,"Level 4000 Analytics Architecture is designed for final year students and focuses on distributed systems, cloud, analytics within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 1
792,FASS4041,Level 4000 Critical Perspectives,Academic,"critical thinking,history,academic writing,specialised",Final Year Students,"Level 4000 Critical Perspectives is designed for final year students and focuses on critical thinking, history, academic writing within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 1
793,SDS4042,Level 4000 Cloud Engineering,Academic,"devops,programming,machine learning,research",Final Year Students,"Level 4000 Cloud Engineering is designed for final year students and focuses on devops, programming, machine learning within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
794,SDS4043,Level 4000 AI Engineering,Academic,"devops,web development,distributed systems,capstone",Final Year Students,"Level 4000 AI Engineering is designed for final year students and focuses on devops, web development, distributed systems within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
795,SDS4044,Level 4000 AI Design,Academic,"cybersecurity,machine learning,python,final year",Final Year Students,"Level 4000 AI Design is designed for final year students and focuses on cybersecurity, machine learning, python within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 1
796,SBE4045,Level 4000 Economic Leadership,Academic,"strategy,innovation,management,capstone",Final Year Students,"Level 4000 Economic Leadership is designed for final year students and focuses on strategy, innovation, management within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
797,SCI4046,Student Wellbeing Support,Campus Service,"research,experimentation,environment,student support,academic support,final year",All Students,"Student Wellbeing Support provides university support services related to research, experimentation, environment for the UBD community.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
798,SDS4047,Level 4000 Cybersecurity Architecture,Academic,"distributed systems,cloud,programming,capstone",Final Year Students,"Level 4000 Cybersecurity Architecture is designed for final year students and focuses on distributed systems, cloud, programming within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
799,SCI4048,Innovation Challenge,Student Activity,"statistics,scientific methods,research,leadership,innovation,final year",All Students,"Innovation Challenge is an engagement opportunity for students interested in statistics, scientific methods, research and broader campus participation.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
800,SCI4049,Campus Guidance Briefing,Campus Service,"statistics,chemistry,biology,student support,academic support,specialised",All Students,"Campus Guidance Briefing provides university support services related to statistics, chemistry, biology for the UBD community.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
801,SDS4050,Learning Support Workshop,Campus Service,"devops,cybersecurity,web development,student support,academic support,capstone",All Students,"Learning Support Workshop provides university support services related to devops, cybersecurity, web development for the UBD community.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
802,SBE4051,Level 4000 Innovation Decision Making,Academic,"marketing,analytics,entrepreneurship,research",Final Year Students,"Level 4000 Innovation Decision Making is designed for final year students and focuses on marketing, analytics, entrepreneurship within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 1
803,SDS4052,Interview Readiness Session,Career,"machine learning,analytics,programming,career,employability,professional skills,specialised",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 1
804,SCI4053,Interview Readiness Session,Career,"data analysis,research,statistics,career,employability,professional skills,final year",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
805,FASS4054,Level 4000 Cultural Studies,Academic,"critical thinking,culture,history,research",Final Year Students,"Level 4000 Cultural Studies is designed for final year students and focuses on critical thinking, culture, history within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 2
806,SBE4055,Career Development Seminar,Career,"strategy,business,innovation,career,employability,professional skills,research",Final Year Students,"Career Development Seminar supports final year students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 1
807,SBE4056,Level 4000 Marketing Planning,Academic,"economics,finance,management,capstone",Final Year Students,"Level 4000 Marketing Planning is designed for final year students and focuses on economics, finance, management within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 1
808,SCI4057,Level 4000 Chemistry Techniques,Academic,"research,experimentation,environment,final year",Final Year Students,"Level 4000 Chemistry Techniques is designed for final year students and focuses on research, experimentation, environment within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 2
809,SCI4058,Level 4000 Chemistry Analysis,Academic,"physics,biology,chemistry,capstone",Final Year Students,"Level 4000 Chemistry Analysis is designed for final year students and focuses on physics, biology, chemistry within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
810,SBE4059,Graduate Employability Clinic,Career,"marketing,finance,strategy,career,employability,professional skills,research",Final Year Students,"Graduate Employability Clinic supports final year students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
811,SDS4060,CV and Portfolio Review,Career,"azure,machine learning,data science,career,employability,professional skills,capstone",Final Year Students,"CV and Portfolio Review supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
812,FASS4061,Interview Readiness Session,Career,"academic writing,critical thinking,research,career,employability,professional skills,capstone",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 1
813,SDS4062,Innovation Challenge,Student Activity,"machine learning,azure,cybersecurity,leadership,innovation,final year",All Students,"Innovation Challenge is an engagement opportunity for students interested in machine learning, azure, cybersecurity and broader campus participation.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
814,FASS4063,Technology Showcase,Student Activity,"communication,writing,sociology,leadership,innovation,specialised",All Students,"Technology Showcase is an engagement opportunity for students interested in communication, writing, sociology and broader campus participation.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 1
815,SDS4064,Level 4000 Data Design,Academic,"cloud,python,azure,specialised",Final Year Students,"Level 4000 Data Design is designed for final year students and focuses on cloud, python, azure within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 1
816,SDS4065,Level 4000 Cybersecurity Infrastructure,Academic,"devops,python,cybersecurity,specialised",Final Year Students,"Level 4000 Cybersecurity Infrastructure is designed for final year students and focuses on devops, python, cybersecurity within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
817,SDS4066,Level 4000 Cybersecurity Development,Academic,"azure,software engineering,python,research",Final Year Students,"Level 4000 Cybersecurity Development is designed for final year students and focuses on azure, software engineering, python within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
818,SCI4067,Level 4000 Biology Research,Academic,"physics,experimentation,research,final year",Final Year Students,"Level 4000 Biology Research is designed for final year students and focuses on physics, experimentation, research within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
819,SCI4068,Technology Showcase,Student Activity,"data analysis,lab work,biology,leadership,innovation,specialised",All Students,"Technology Showcase is an engagement opportunity for students interested in data analysis, lab work, biology and broader campus participation.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
820,SDS4069,Entrepreneurship Seminar,Student Activity,"cloud,software engineering,distributed systems,leadership,innovation,capstone",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in cloud, software engineering, distributed systems and broader campus participation.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
821,FASS4070,Level 4000 Research Studies,Academic,"sociology,communication,critical thinking,capstone",Final Year Students,"Level 4000 Research Studies is designed for final year students and focuses on sociology, communication, critical thinking within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
822,SBE4071,CV and Portfolio Review,Career,"business,leadership,marketing,career,employability,professional skills,specialised",Final Year Students,"CV and Portfolio Review supports final year students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
823,SDS4072,Interview Readiness Session,Career,"azure,distributed systems,machine learning,career,employability,professional skills,final year",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 1
824,SDS4073,Career Development Seminar,Career,"devops,distributed systems,sql,career,employability,professional skills,final year",Final Year Students,"Career Development Seminar supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
825,SDS4074,Level 4000 AI Design,Academic,"machine learning,sql,programming,capstone",Final Year Students,"Level 4000 AI Design is designed for final year students and focuses on machine learning, sql, programming within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
826,SBE4075,Level 4000 Business Systems,Academic,"entrepreneurship,economics,analytics,capstone",Final Year Students,"Level 4000 Business Systems is designed for final year students and focuses on entrepreneurship, economics, analytics within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 1
827,SBE4076,Level 4000 Strategic Decision Making,Academic,"leadership,entrepreneurship,analytics,final year",Final Year Students,"Level 4000 Strategic Decision Making is designed for final year students and focuses on leadership, entrepreneurship, analytics within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 1
828,SBE4077,Level 4000 Business Practice,Academic,"entrepreneurship,economics,business,research",Final Year Students,"Level 4000 Business Practice is designed for final year students and focuses on entrepreneurship, economics, business within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 2
829,SBE4078,Entrepreneurship Seminar,Student Activity,"economics,strategy,analytics,leadership,innovation,research",All Students,"Entrepreneurship Seminar is an engagement opportunity for students interested in economics, strategy, analytics and broader campus participation.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 2
830,SDS4079,Level 4000 Systems Computing,Academic,"distributed systems,cloud,python,specialised",Final Year Students,"Level 4000 Systems Computing is designed for final year students and focuses on distributed systems, cloud, python within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
831,FASS4080,Level 4000 Communication Practice,Academic,"media,innovation,communication,specialised",Final Year Students,"Level 4000 Communication Practice is designed for final year students and focuses on media, innovation, communication within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
832,SCI4081,Interview Readiness Session,Career,"data analysis,experimentation,scientific methods,career,employability,professional skills,capstone",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
833,SBE4082,Level 4000 Entrepreneurship Analysis,Academic,"management,economics,analytics,research",Final Year Students,"Level 4000 Entrepreneurship Analysis is designed for final year students and focuses on management, economics, analytics within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 2
834,SDS4083,Level 4000 Programming Computing,Academic,"sql,analytics,cybersecurity,specialised",Final Year Students,"Level 4000 Programming Computing is designed for final year students and focuses on sql, analytics, cybersecurity within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
835,SDS4084,Interview Readiness Session,Career,"azure,cloud,sql,career,employability,professional skills,final year",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
836,SDS4085,Research Poster Session,Student Activity,"distributed systems,machine learning,data science,leadership,innovation,capstone",All Students,"Research Poster Session is an engagement opportunity for students interested in distributed systems, machine learning, data science and broader campus participation.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
837,SDS4086,Level 4000 AI Infrastructure,Academic,"programming,azure,machine learning,research",Final Year Students,"Level 4000 AI Infrastructure is designed for final year students and focuses on programming, azure, machine learning within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
838,SDS4087,Level 4000 Cloud Applications,Academic,"python,data science,devops,final year",Final Year Students,"Level 4000 Cloud Applications is designed for final year students and focuses on python, data science, devops within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
839,FASS4088,Level 4000 Social Analysis,Academic,"literature,academic writing,communication,capstone",Final Year Students,"Level 4000 Social Analysis is designed for final year students and focuses on literature, academic writing, communication within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
840,SDS4089,Level 4000 Data Mining,Academic,"python,devops,distributed systems,research",Final Year Students,"Level 4000 Data Mining is designed for final year students and focuses on python, devops, distributed systems within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
841,SDS4090,Professional Skills Lab,Career,"python,machine learning,software engineering,career,employability,professional skills,capstone",Final Year Students,"Professional Skills Lab supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
842,FASS4091,Campus Guidance Briefing,Campus Service,"sociology,critical thinking,history,student support,academic support,final year",All Students,"Campus Guidance Briefing provides university support services related to sociology, critical thinking, history for the UBD community.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 2
843,SCI4092,Level 4000 Quantitative Techniques,Academic,"biology,research,lab work",Final Year Students,"Level 4000 Quantitative Techniques is designed for final year students and focuses on biology, research, lab work within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
844,FASS4093,Level 4000 Academic Projects,Academic,"writing,communication,innovation,final year",Final Year Students,"Level 4000 Academic Projects is designed for final year students and focuses on writing, communication, innovation within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
845,FASS4094,Level 4000 Media Perspectives,Academic,"writing,history,academic writing,final year",Final Year Students,"Level 4000 Media Perspectives is designed for final year students and focuses on writing, history, academic writing within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
846,SCI4095,Level 4000 Physics Techniques,Academic,"data analysis,scientific methods,statistics,specialised",Final Year Students,"Level 4000 Physics Techniques is designed for final year students and focuses on data analysis, scientific methods, statistics within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 2
847,SBE4096,Level 4000 Strategic Analysis,Academic,"business,analytics,strategy,research",Final Year Students,"Level 4000 Strategic Analysis is designed for final year students and focuses on business, analytics, strategy within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 2
848,SDS4097,Level 4000 AI Applications,Academic,"analytics,data science,machine learning,specialised",Final Year Students,"Level 4000 AI Applications is designed for final year students and focuses on analytics, data science, machine learning within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
849,SBE4098,Level 4000 Marketing Planning,Academic,"business,innovation,strategy,research",Final Year Students,"Level 4000 Marketing Planning is designed for final year students and focuses on business, innovation, strategy within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
850,SDS4099,Career Development Seminar,Career,"cybersecurity,cloud,programming,career,employability,professional skills,capstone",Final Year Students,"Career Development Seminar supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
851,SDS4000,Level 4000 Software Applications,Academic,"cybersecurity,sql,devops,specialised",Final Year Students,"Level 4000 Software Applications is designed for final year students and focuses on cybersecurity, sql, devops within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
852,SBE4001,Level 4000 Marketing Development,Academic,"economics,business,leadership,specialised",Final Year Students,"Level 4000 Marketing Development is designed for final year students and focuses on economics, business, leadership within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 1
853,SCI4002,Career Development Seminar,Career,"environment,data analysis,chemistry,career,employability,professional skills,research",Final Year Students,"Career Development Seminar supports final year students in preparing for internships, employment, and professional development.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
854,SCI4003,Level 4000 Applied Applications,Academic,"chemistry,experimentation,lab work,capstone",Final Year Students,"Level 4000 Applied Applications is designed for final year students and focuses on chemistry, experimentation, lab work within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
855,SDS4004,Level 4000 Software Computing,Academic,"cloud,azure,data science,research",Final Year Students,"Level 4000 Software Computing is designed for final year students and focuses on cloud, azure, data science within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
856,FASS4005,Level 4000 Cultural Methods,Academic,"literature,critical thinking,communication,specialised",Final Year Students,"Level 4000 Cultural Methods is designed for final year students and focuses on literature, critical thinking, communication within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 1
857,FASS4006,Level 4000 Critical Methods,Academic,"academic writing,policy,sociology,capstone",Final Year Students,"Level 4000 Critical Methods is designed for final year students and focuses on academic writing, policy, sociology within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 1
858,SDS4007,Internship Preparation Workshop,Career,"distributed systems,python,sql,career,employability,professional skills,final year",Final Year Students,"Internship Preparation Workshop supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
859,SCI4008,Level 4000 Laboratory Methods,Academic,"research,lab work,scientific methods,capstone",Final Year Students,"Level 4000 Laboratory Methods is designed for final year students and focuses on research, lab work, scientific methods within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
860,SDS4009,Level 4000 Programming Engineering,Academic,"sql,cloud,programming,capstone",Final Year Students,"Level 4000 Programming Engineering is designed for final year students and focuses on sql, cloud, programming within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
861,SCI4010,Level 4000 Chemistry Techniques,Academic,"chemistry,research,physics,specialised",Final Year Students,"Level 4000 Chemistry Techniques is designed for final year students and focuses on chemistry, research, physics within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 1
862,FASS4011,Graduate Employability Clinic,Career,"academic writing,communication,writing,career,employability,professional skills,capstone",Final Year Students,"Graduate Employability Clinic supports final year students in preparing for internships, employment, and professional development.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
863,FASS4012,Level 4000 Communication Projects,Academic,"policy,media,communication,final year",Final Year Students,"Level 4000 Communication Projects is designed for final year students and focuses on policy, media, communication within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 1
864,FASS4013,Student Wellbeing Support,Campus Service,"sociology,policy,communication,student support,academic support,research",All Students,"Student Wellbeing Support provides university support services related to sociology, policy, communication for the UBD community.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,3,Semester 2
865,FASS4014,Level 4000 Cultural Analysis,Academic,"critical thinking,communication,media,capstone",Final Year Students,"Level 4000 Cultural Analysis is designed for final year students and focuses on critical thinking, communication, media within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
866,SCI4015,Level 4000 Quantitative Systems,Academic,"experimentation,research,lab work,final year",Final Year Students,"Level 4000 Quantitative Systems is designed for final year students and focuses on experimentation, research, lab work within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
867,FASS4016,Level 4000 Media Writing,Academic,"culture,communication,policy,research",Final Year Students,"Level 4000 Media Writing is designed for final year students and focuses on culture, communication, policy within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 2
868,SCI4017,Interview Readiness Session,Career,"experimentation,biology,scientific methods,career,employability,professional skills,research",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
869,SBE4018,Level 4000 Finance Applications,Academic,"entrepreneurship,innovation,business,final year",Final Year Students,"Level 4000 Finance Applications is designed for final year students and focuses on entrepreneurship, innovation, business within School of Business and Economics.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 2
870,SCI4019,Level 4000 Biology Techniques,Academic,"chemistry,environment,statistics,specialised",Final Year Students,"Level 4000 Biology Techniques is designed for final year students and focuses on chemistry, environment, statistics within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,4,Semester 2
871,SBE4020,Interview Readiness Session,Career,"leadership,strategy,entrepreneurship,career,employability,professional skills,research",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 4000,Final Year Students,4000,4,Semester 2
872,SCI4021,Academic Advisory Session,Campus Service,"scientific methods,chemistry,data analysis,student support,academic support,final year",All Students,"Academic Advisory Session provides university support services related to scientific methods, chemistry, data analysis for the UBD community.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 2
873,SCI4022,Interview Readiness Session,Career,"biology,experimentation,research,career,employability,professional skills,specialised",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 1
874,SDS4023,Level 4000 Cloud Architecture,Academic,"web development,distributed systems,azure,specialised",Final Year Students,"Level 4000 Cloud Architecture is designed for final year students and focuses on web development, distributed systems, azure within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
875,SDS4024,Internship Preparation Workshop,Career,"machine learning,python,cybersecurity,career,employability,professional skills,capstone",Final Year Students,"Internship Preparation Workshop supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
876,SDS4025,Level 4000 Data Applications,Academic,"data science,analytics,machine learning,research",Final Year Students,"Level 4000 Data Applications is designed for final year students and focuses on data science, analytics, machine learning within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
877,SDS4026,Level 4000 Cloud Computing,Academic,"devops,distributed systems,data science,specialised",Final Year Students,"Level 4000 Cloud Computing is designed for final year students and focuses on devops, distributed systems, data science within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 2
878,SDS4027,Professional Skills Lab,Career,"data science,machine learning,programming,career,employability,professional skills,capstone",Final Year Students,"Professional Skills Lab supports final year students in preparing for internships, employment, and professional development.",School of Digital Science,Level 4000,Final Year Students,4000,4,Semester 1
879,FASS4028,Level 4000 Research Practice,Academic,"research,media,innovation,specialised",Final Year Students,"Level 4000 Research Practice is designed for final year students and focuses on research, media, innovation within Faculty of Arts and Social Sciences.",Faculty of Arts and Social Sciences,Level 4000,Final Year Students,4000,4,Semester 1
880,SDS4029,Level 4000 Data Infrastructure,Academic,"data science,machine learning,programming,research",Final Year Students,"Level 4000 Data Infrastructure is designed for final year students and focuses on data science, machine learning, programming within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
881,SBE4030,Interview Readiness Session,Career,"analytics,economics,entrepreneurship,career,employability,professional skills,specialised",Final Year Students,"Interview Readiness Session supports final year students in preparing for internships, employment, and professional development.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 1
882,SBE4031,Student Wellbeing Support,Campus Service,"business,marketing,analytics,student support,academic support,specialised",All Students,"Student Wellbeing Support provides university support services related to business, marketing, analytics for the UBD community.",School of Business and Economics,Level 4000,Final Year Students,4000,3,Semester 1
883,SCI4032,Innovation Challenge,Student Activity,"research,statistics,chemistry,leadership,innovation,capstone",All Students,"Innovation Challenge is an engagement opportunity for students interested in research, statistics, chemistry and broader campus participation.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 2
884,SDS4033,Level 4000 Software Architecture,Academic,"machine learning,cybersecurity,sql,capstone",Final Year Students,"Level 4000 Software Architecture is designed for final year students and focuses on machine learning, cybersecurity, sql within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
885,SDS4034,Level 4000 Programming Applications,Academic,"azure,software engineering,data science,research",Final Year Students,"Level 4000 Programming Applications is designed for final year students and focuses on azure, software engineering, data science within School of Digital Science.",School of Digital Science,Level 4000,Final Year Students,4000,3,Semester 2
886,SCI4035,Level 4000 Quantitative Foundations,Academic,"lab work,data analysis,chemistry,final year",Final Year Students,"Level 4000 Quantitative Foundations is designed for final year students and focuses on lab work, data analysis, chemistry within Faculty of Science.",Faculty of Science,Level 4000,Final Year Students,4000,3,Semester 2
